wildcard;diameter;left_pair;right_pair
microsoft.desktopvirtual*ons/write;2;microsoft/desktopvirtualization/applicationgroups/applications/write;microsoft/desktopvirtualization/hostpools/privateendpointconnections/write
microsoft.desktopvirtualization/*s/write;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/write;microsoft/desktopvirtualization/applicationgroups/applications/write
microsoft.desktopvirtualizati*s/read;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/read;microsoft/desktopvirtualization/applicationgroups/applications/read
microsoft.desktopvirtualization/*/delete;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualization/*e/action;2;microsoft/desktopvirtualization/appattachpackages/move/action;microsoft/desktopvirtualization/applicationgroups/move/action
microsoft.desktopvirtualization/*;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtu*s/read;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/read;microsoft/desktopvirtualization/applicationgroups/applications/read
microsoft.desktopvirtualizatio*es/write;2;microsoft/desktopvirtualization/appattachpackages/write;microsoft/desktopvirtualization/connectionpolicies/write
microsoft.desktopvirtualization*s/delete;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualizat*s/read;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/read;microsoft/desktopvirtualization/applicationgroups/applications/read
microsoft.desktopvirtualizatio*s/write;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/write;microsoft/desktopvirtualization/applicationgroups/applications/write
microsoft.desktopvirtualization/*;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualiza*s/write;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/write;microsoft/desktopvirtualization/applicationgroups/applications/write
microsoft.desktopvirtualization/s*s/read;2;microsoft/desktopvirtualization/scalingplans/personalschedules/read;microsoft/desktopvirtualization/skus/read
microsoft.desktopvirtualization*register/action;2;microsoft/desktopvirtualization/register/action;microsoft/desktopvirtualization/unregister/action
microsoft.desktopvirtualization/*;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualization/*;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualization/*/delete;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualizati*esults/read;2;microsoft/desktopvirtualization/hostpools/privateendpointconnectionproxies/operationresults/read;microsoft/desktopvirtualization/workspaces/privateendpointconnectionproxies/operationresults/read
microsoft.desktopvirtualization*ivateendpointconnectionproxies/read;2;microsoft/desktopvirtualization/hostpools/privateendpointconnectionproxies/read;microsoft/desktopvirtualization/workspaces/privateendpointconnectionproxies/read
microsoft.desktopvirtualization*nproxies/validate/action;2;microsoft/desktopvirtualization/hostpools/privateendpointconnectionproxies/validate/action;microsoft/desktopvirtualization/workspaces/privateendpointconnectionproxies/validate/action
microsoft.desktopvirtualization*ctionproxies/write;2;microsoft/desktopvirtualization/hostpools/privateendpointconnectionproxies/write;microsoft/desktopvirtualization/workspaces/privateendpointconnectionproxies/write
microsoft.desktopvirtualization/*ointconnections/delete;2;microsoft/desktopvirtualization/hostpools/privateendpointconnections/delete;microsoft/desktopvirtualization/workspaces/privateendpointconnections/delete
microsoft.desktopvirtualiza*vateendpointconnections/read;2;microsoft/desktopvirtualization/hostpools/privateendpointconnections/read;microsoft/desktopvirtualization/workspaces/privateendpointconnections/read
microsoft.desktopvirtualization*tconnections/write;2;microsoft/desktopvirtualization/hostpools/privateendpointconnections/write;microsoft/desktopvirtualization/workspaces/privateendpointconnections/write
microsoft.desktopvirtualizatio*atelinkresources/read;2;microsoft/desktopvirtualization/hostpools/privatelinkresources/read;microsoft/desktopvirtualization/workspaces/privatelinkresources/read
microsoft.desktopvirtualizati*nosticsettings/read;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/read;microsoft/desktopvirtualization/applicationgroups/providers/microsoft/insights/diagnosticsettings/read
microsoft.desktopvirtualization/*nsights/diagnosticsettings/write;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/write;microsoft/desktopvirtualization/applicationgroups/providers/microsoft/insights/diagnosticsettings/write
microsoft.desktopvirtualization*providers/microsoft.insights/logdefinitions/read;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/logdefinitions/read;microsoft/desktopvirtualization/applicationgroups/providers/microsoft/insights/logdefinitions/read
microsoft.desktopvirtualization/*;2;microsoft/desktopvirtualization/appattachpackages/delete;microsoft/desktopvirtualization/applicationgroups/applications/delete
microsoft.desktopvirtualization/*s/write;2;microsoft/desktopvirtualization/appattachpackages/providers/microsoft/insights/diagnosticsettings/write;microsoft/desktopvirtualization/applicationgroups/applications/write
microsoft.dev*ationstatuses/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devopsinfrastructure/locations/operationstatuses/read
microsoft.dev*perationstatuses/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devopsinfrastructure/locations/operationstatuses/write
microsoft.dev*isteredsubscriptions/read;1;microsoft/devcenter/registeredsubscriptions/read;microsoft/deviceupdate/registeredsubscriptions/read
microsoft.dev*availability/action;1;microsoft/devcenter/checknameavailability/action;microsoft/deviceupdate/checknameavailability/action
microsoft.dev*lability/action;1;microsoft/devcenter/checknameavailability/action;microsoft/deviceupdate/checknameavailability/action
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*networks/read;1;microsoft/devcenter/devcenters/attachednetworks/read;microsoft/devtestlab/labs/virtualnetworks/read
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*t/action;1;microsoft/devcenter/devcenters/catalogs/connect/action;microsoft/devtestlab/labs/createenvironment/action
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*ions/read;1;microsoft/devcenter/registeredsubscriptions/read;microsoft/devhub/operations/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.devcenter/*terrordetails/action;2;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devcenter/projects/catalogs/environmentdefinitions/geterrordetails/action
microsoft.devcen*/read;2;microsoft/devcenter/locations/operationstatuses/read;microsoft/devcenter/registeredsubscriptions/read
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*ns/read;1;microsoft/devcenter/registeredsubscriptions/read;microsoft/devhub/operations/read
microsoft.dev*ons/write;1;microsoft/devcenter/devcenters/devboxdefinitions/write;microsoft/deviceregistry/schemaregistries/schemas/schemaversions/write
microsoft.devcenter*nmenttypes/delete;2;microsoft/devcenter/devcenters/environmenttypes/delete;microsoft/devcenter/projects/environmenttypes/delete
microsoft.devcenter/*;2;microsoft/devcenter/locations/operationstatuses/read;microsoft/devcenter/registeredsubscriptions/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ersions/read;1;microsoft/devcenter/devcenters/galleries/images/versions/read;microsoft/devopsinfrastructure/images/versions/read
microsoft.dev*es/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ries/write;1;microsoft/devcenter/devcenters/galleries/write;microsoft/devtestlab/labs/sharedgalleries/write
microsoft.dev*mages/read;1;microsoft/devcenter/devcenters/galleries/images/read;microsoft/devtestlab/labs/customimages/read
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*licies/read;1;microsoft/devcenter/devcenters/projectpolicies/read;microsoft/devtestlab/labs/policysets/policies/read
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ers/write;1;microsoft/devcenter/devcenters/write;microsoft/devtestlab/labs/servicerunners/write
microsoft.dev*ations/usages/read;1;microsoft/devcenter/locations/usages/read;microsoft/devopsinfrastructure/locations/usages/read
microsoft.devcenter/networkconnections/devcenterjoin/action;;microsoft.devcenter/networkconnections/devcenterjoin/action;microsoft.devcenter/networkconnections/devcenterjoin/action
microsoft.dev*ns/delete;1;microsoft/devcenter/devcenters/devboxdefinitions/delete;microsoft/deviceregistry/schemaregistries/schemas/schemaversions/delete
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*tions/read;1;microsoft/devcenter/registeredsubscriptions/read;microsoft/devhub/operations/read
microsoft.devcenter*/action;2;microsoft/devcenter/checknameavailability/action;microsoft/devcenter/checkscopednameavailability/action
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*ions/read;1;microsoft/devcenter/registeredsubscriptions/read;microsoft/devhub/operations/read
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ks/read;1;microsoft/devcenter/devcenters/attachednetworks/read;microsoft/devtestlab/labs/users/disks/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*nitions/read;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/read;microsoft/devices/iothubs/logdefinitions/read
microsoft.devcenter/*rdetails/action;2;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devcenter/projects/catalogs/environmentdefinitions/geterrordetails/action
microsoft.devcenter/*/action;2;microsoft/devcenter/checknameavailability/action;microsoft/devcenter/checkscopednameavailability/action
microsoft.devcenter/*/action;2;microsoft/devcenter/checknameavailability/action;microsoft/devcenter/checkscopednameavailability/action
microsoft.devcenter/*ils/action;2;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devcenter/projects/catalogs/environmentdefinitions/geterrordetails/action
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.devcente*ails/action;2;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devcenter/projects/catalogs/environmentdefinitions/geterrordetails/action
microsoft.dev*initions/read;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/read;microsoft/devices/iothubs/logdefinitions/read
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.devcente*ions/read;2;microsoft/devcenter/registeredsubscriptions/read;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/read
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.devcenter/*;2;microsoft/devcenter/locations/operationstatuses/read;microsoft/devcenter/registeredsubscriptions/read
microsoft.devcenter/*;2;microsoft/devcenter/locations/operationstatuses/read;microsoft/devcenter/registeredsubscriptions/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*mages/versions/read;1;microsoft/devcenter/devcenters/galleries/images/versions/read;microsoft/devopsinfrastructure/images/versions/read
microsoft.dev*s/action;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/schedules/delete;1;microsoft/devcenter/projects/pools/schedules/delete;microsoft/devtestlab/labs/schedules/delete
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/pools/write;1;microsoft/devcenter/projects/pools/write;microsoft/devopsinfrastructure/pools/write
microsoft.dev*ts/read;1;microsoft/devcenter/networkconnections/outboundnetworkdependenciesendpoints/read;microsoft/devtestlab/labs/artifactsources/artifacts/read
microsoft.devcenter/*s/write;2;microsoft/devcenter/locations/operationstatuses/write;microsoft/devcenter/devcenters/attachednetworks/write
microsoft.dev*egister/action;1;microsoft/devcenter/register/action;microsoft/devhub/register/action
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ster/action;1;microsoft/devcenter/register/action;microsoft/devhub/register/action
microsoft.dev*rofiles/delete;1;microsoft/devhub/iacprofiles/delete;microsoft/deviceregistry/assetendpointprofiles/delete
microsoft.dev*ofiles/read;1;microsoft/devhub/iacprofiles/read;microsoft/deviceregistry/assetendpointprofiles/read
microsoft.dev*les/write;1;microsoft/devcenter/projects/pools/schedules/write;microsoft/devhub/iacprofiles/write
microsoft.dev*tifacts/action;1;microsoft/devhub/location/generatepreviewartifacts/action;microsoft/devtestlab/labs/virtualmachines/applyartifacts/action
microsoft.devhub/locati*nfo/action;2;microsoft/devhub/location/githuboauth/getgithuboauthinfo/action;microsoft/devhub/locations/adooauth/getadooauthinfo/action
microsoft.devhub/location*auth/read;2;microsoft/devhub/location/githuboauth/read;microsoft/devhub/locations/adooauth/read
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*operations/read;1;microsoft/devcenter/operations/read;microsoft/devhub/operations/read
microsoft.dev*egister/action;1;microsoft/devcenter/register/action;microsoft/devhub/register/action
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.devhub/*;2;microsoft/devhub/iacprofiles/delete;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.devopsinfrastructure/locations/operationstatuses/write;;microsoft.devopsinfrastructure/locations/operationstatuses/write;microsoft.devopsinfrastructure/locations/operationstatuses/write
microsoft.dev*ations/read;1;microsoft/devcenter/operations/read;microsoft/devhub/operations/read
microsoft.dev*images/versions/read;1;microsoft/devcenter/devcenters/galleries/images/versions/read;microsoft/devopsinfrastructure/images/versions/read
microsoft.dev*kus/read;1;microsoft/devopsinfrastructure/locations/skus/read;microsoft/devices/iothubs/skus/read
microsoft.dev*ges/read;1;microsoft/devcenter/devcenters/galleries/images/read;microsoft/devopsinfrastructure/locations/usages/read
microsoft.dev*/pools/delete;1;microsoft/devcenter/projects/pools/delete;microsoft/devopsinfrastructure/pools/delete
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*gister/action;1;microsoft/devcenter/register/action;microsoft/devhub/register/action
microsoft.dev*ter/action;1;microsoft/devcenter/register/action;microsoft/devhub/register/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*e/action;1;microsoft/devcenter/projects/catalogs/imagedefinitions/buildimage/action;microsoft/devtestlab/labs/ensurecurrentuserprofile/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.devtestlab/labs/artifactsources/artifacts/generatearmtemplate/action;;microsoft.devtestlab/labs/artifactsources/artifacts/generatearmtemplate/action;microsoft.devtestlab/labs/artifactsources/artifacts/generatearmtemplate/action
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*sources/read;1;microsoft/devopsinfrastructure/pools/resources/read;microsoft/devtestlab/labs/artifactsources/read
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ts/write;1;microsoft/devcenter/projects/write;microsoft/devtestlab/labs/costs/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*es/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.devtestlab/labs/*/read;3;microsoft/devtestlab/labs/artifactsources/armtemplates/read;microsoft/devtestlab/labs/costs/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*es/action;1;microsoft/devtestlab/labs/policysets/evaluatepolicies/action;microsoft/devices/iothubs/exportdevices/action
microsoft.dev*policies/delete;1;microsoft/devcenter/devcenters/projectpolicies/delete;microsoft/devtestlab/labs/policysets/policies/delete
microsoft.dev*ies/read;1;microsoft/devcenter/devcenters/galleries/read;microsoft/devtestlab/labs/policysets/policies/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*ets/read;1;microsoft/devtestlab/labs/policysets/read;microsoft/deviceregistry/assets/read
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.devtestlab*/action;2;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/register/action
microsoft.dev*e/action;1;microsoft/devcenter/projects/catalogs/imagedefinitions/buildimage/action;microsoft/devtestlab/labs/ensurecurrentuserprofile/action
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*hedules/read;1;microsoft/devcenter/projects/pools/schedules/read;microsoft/devtestlab/labs/schedules/read
microsoft.dev*hedules/write;1;microsoft/devcenter/projects/pools/schedules/write;microsoft/devtestlab/labs/schedules/write
microsoft.dev*ts/delete;1;microsoft/devcenter/projects/delete;microsoft/devtestlab/labs/secrets/delete
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*ts/write;1;microsoft/devcenter/projects/write;microsoft/devtestlab/labs/costs/write
microsoft.dev*rs/delete;1;microsoft/devcenter/devcenters/delete;microsoft/devtestlab/labs/servicerunners/delete
microsoft.dev*ers/read;1;microsoft/devcenter/devcenters/read;microsoft/devtestlab/labs/servicerunners/read
microsoft.devtestla*/write;2;microsoft/devtestlab/labs/artifactsources/write;microsoft/devtestlab/schedules/write
microsoft.dev*es/delete;1;microsoft/devcenter/devcenters/environmenttypes/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*ies/read;1;microsoft/devcenter/devcenters/galleries/read;microsoft/devtestlab/labs/policysets/policies/read
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*mages/read;1;microsoft/devcenter/devcenters/galleries/images/read;microsoft/devtestlab/labs/customimages/read
microsoft.dev*es/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.devtest*/action;2;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/register/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*ks/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devtestlab/labs/users/disks/delete
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*ts/read;1;microsoft/devcenter/networkconnections/outboundnetworkdependenciesendpoints/read;microsoft/devtestlab/labs/artifactsources/artifacts/read
microsoft.dev*/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/read;1;microsoft/devcenter/locations/operationstatuses/read;microsoft/devhub/iacprofiles/read
microsoft.dev*/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*ts/read;1;microsoft/devcenter/networkconnections/outboundnetworkdependenciesendpoints/read;microsoft/devtestlab/labs/artifactsources/artifacts/read
microsoft.dev*ts/write;1;microsoft/devcenter/projects/write;microsoft/devtestlab/labs/costs/write
microsoft.devtestlab*/action;2;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/register/action
microsoft.devtestlab/*;2;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/locations/operations/read
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/delete;1;microsoft/devcenter/devcenters/attachednetworks/delete;microsoft/devhub/iacprofiles/delete
microsoft.dev*cs/read;1;microsoft/devtestlab/labs/users/servicefabrics/read;microsoft/devices/iothubs/quotametrics/read
microsoft.dev*te/action;1;microsoft/devtestlab/labs/artifactsources/artifacts/generatearmtemplate/action;microsoft/deviceregistry/namespaces/migrate/action
microsoft.devtest*s/delete;2;microsoft/devtestlab/labs/artifactsources/delete;microsoft/devtestlab/schedules/delete
microsoft.dev*s/schedules/read;1;microsoft/devcenter/projects/pools/schedules/read;microsoft/devtestlab/labs/schedules/read
microsoft.dev*edules/write;1;microsoft/devcenter/projects/pools/schedules/write;microsoft/devtestlab/labs/schedules/write
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.dev*s/write;1;microsoft/devcenter/locations/operationstatuses/write;microsoft/devhub/iacprofiles/write
microsoft.devtestlab*/action;2;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/register/action
microsoft.dev*s/action;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.devtestlab/labs/virtualmachines/changesecurityprofile/action;;microsoft.devtestlab/labs/virtualmachines/changesecurityprofile/action;microsoft.devtestlab/labs/virtualmachines/changesecurityprofile/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/action;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.devtestlab/labs/*;3;microsoft/devtestlab/labs/claimanyvm/action;microsoft/devtestlab/labs/createenvironment/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*s/action;1;microsoft/devcenter/devcenters/catalogs/environmentdefinitions/geterrordetails/action;microsoft/devhub/location/generatepreviewartifacts/action
microsoft.dev*y/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devtestlab/labs/notificationchannels/notify/action
microsoft.dev*/action;1;microsoft/devcenter/checknameavailability/action;microsoft/devhub/location/generatepreviewartifacts/action
